# total density of states output by FHI-aims, for a spin polarized system
# The energy reference for this output is the average chemical potential, mu =       -2.7424235 eV
#   Energy (eV)     DOS(spin up)    DOS(spin down)
    -4.23400000      0.00000000      0.00000000
    -4.23200000      0.00000000      0.00000000
    -4.23000000      0.00000000      0.00000000
    -4.22800000      3.19600000      3.19600000
    -4.22600000      3.12300000      3.12200000
    -4.22400000      3.04900000      3.04900000
    -4.22200000      2.97600000      2.97600000
    -4.22000000      2.90300000      2.90300000
    -4.21800000      2.83000000      2.83000000
    -4.21600000      2.75700000      2.75700000
    -4.21400000      2.68400000      2.68400000
    -4.21200000      2.61100000      2.61100000
    -4.21000000      2.53800000      2.53700000
    -4.20800000      2.46400000      2.46400000
    -4.20600000      2.39100000      2.39100000
    -4.20400000      2.31800000      2.31800000
    -4.20200000      2.24500000      2.24500000
    -4.20000000      2.17200000      2.17200000
    -4.19800000      2.09900000      2.09900000
    -4.19600000      2.02600000      2.02600000
    -4.19400000      1.95300000      1.95200000
    -4.19200000      1.87900000      1.87900000
    -4.19000000      1.80700000      1.80700000
    -4.18800000      1.84000000      1.84000000
    -4.18600000      1.87300000      1.87300000
    -4.18400000      1.90700000      1.90700000
    -4.18200000      1.94000000      1.94000000
    -4.18000000      1.97400000      1.97400000
    -4.17800000      2.00700000      2.00700000
    -4.17600000      2.04100000      2.04100000
    -4.17400000      2.07400000      2.07400000
    -4.17200000      2.10700000      2.10700000
    -4.17000000      2.14100000      2.14100000
    -4.16800000      2.17400000      2.17400000
    -4.16600000      2.20800000      2.20800000
    -4.16400000      2.24100000      2.24100000
    -4.16200000      2.27400000      2.27500000
    -4.16000000      2.30800000      2.30800000
    -4.15800000      2.34100000      2.34100000
    -4.15600000      2.37500000      2.37500000
    -4.15400000      2.40800000      2.40800000
    -4.15200000      2.44200000      2.44200000
    -4.15000000      2.47500000      2.47500000
    -4.14800000      2.50800000      2.50800000
    -4.14600000      2.54200000      2.54200000
    -4.14400000      2.57500000      2.57500000
    -4.14200000      2.60900000      2.60900000
    -4.14000000      2.64200000      2.64200000
    -4.13800000      2.67500000      2.67600000
    -4.13600000      2.70900000      2.70900000
    -4.13400000      2.74200000      2.74200000
    -4.13200000      2.77600000      2.77600000
    -4.13000000      2.80900000      2.80900000
    -4.12800000      2.84300000      2.84300000
    -4.12600000      2.87600000      2.87600000
    -4.12400000      2.90900000      2.90900000
    -4.12200000      2.94300000      2.94300000
    -4.12000000      2.97600000      2.97600000
    -4.11800000      3.01000000      3.01000000
    -4.11600000      3.04300000      3.04300000
    -4.11400000      3.07700000      3.07700000
    -4.11200000      3.11000000      3.11000000
    -4.11000000      3.14300000      3.14300000
    -4.10800000      3.17700000      3.17700000
    -4.10600000      3.21000000      3.21000000
    -4.10400000      4.49400000      4.49700000
    -4.10200000      6.70000000      6.70300000
    -4.10000000      8.90600000      8.90900000
    -4.09800000     11.11000000     11.11000000
    -4.09600000     13.32000000     13.32000000
    -4.09400000     15.52000000     15.53000000
    -4.09200000      7.78000000      7.78000000
    -4.09000000      7.89700000      7.89700000
    -4.08800000      8.01400000      8.01400000
    -4.08600000      8.13000000      8.13000000
    -4.08400000      8.24700000      8.24700000
    -4.08200000      8.36400000      8.36400000
    -4.08000000      8.48000000      8.48000000
    -4.07800000      8.59700000      8.59700000
    -4.07600000      8.71400000      8.71400000
    -4.07400000      8.83000000      8.83000000
    -4.07200000     22.17000000     22.17000000
    -4.07000000     19.30000000     19.29000000
    -4.06800000     16.42000000     16.42000000
    -4.06600000     13.55000000     13.55000000
    -4.06400000     10.68000000     10.68000000
    -4.06200000     17.67000000     17.67000000
    -4.06000000      7.55300000      7.55300000
    -4.05800000      7.64000000      7.64000000
    -4.05600000      7.74000000      7.74000000
    -4.05400000      7.85200000      7.85200000
    -4.05200000      7.96400000      7.96400000
    -4.05000000      8.07600000      8.07600000
    -4.04800000      8.18800000      8.18800000
    -4.04600000      8.30000000      8.30000000
    -4.04400000      8.41200000      8.41200000
    -4.04200000      8.52400000      8.52400000
    -4.04000000      8.63600000      8.63600000
    -4.03800000     17.62000000     17.63000000
    -4.03600000     12.16000000     12.16000000
    -4.03400000     16.89000000     16.89000000
    -4.03200000     21.62000000     21.63000000
    -4.03000000      4.36900000      4.36900000
    -4.02800000      4.39300000      4.39300000
    -4.02600000      4.41700000      4.41700000
    -4.02400000      4.44100000      4.44100000
    -4.02200000      4.46500000      4.46500000
    -4.02000000      4.48900000      4.48900000
    -4.01800000      4.51300000      4.51300000
    -4.01600000      4.53700000      4.53700000
    -4.01400000      4.56100000      4.56100000
    -4.01200000      4.58500000      4.58500000
    -4.01000000      4.60900000      4.60900000
    -4.00800000      4.63300000      4.63300000
    -4.00600000      4.65700000      4.65700000
    -4.00400000      4.68100000      4.68100000
    -4.00200000      4.70500000      4.70500000
    -4.00000000      4.72900000      4.72900000
    -3.99800000      4.75300000      4.75300000
    -3.99600000      4.77700000      4.77700000
    -3.99400000      4.80100000      4.80100000
    -3.99200000      4.82400000      4.82400000
    -3.99000000      4.84800000      4.84800000
    -3.98800000      4.87200000      4.87200000
    -3.98600000      4.89600000      4.89600000
    -3.98400000      4.92000000      4.92000000
    -3.98200000      4.94400000      4.94400000
    -3.98000000      4.96800000      4.96800000
    -3.97800000      4.99200000      4.99200000
    -3.97600000      5.01600000      5.01600000
    -3.97400000      5.56000000      5.56100000
    -3.97200000      6.13900000      6.14000000
    -3.97000000      6.71900000      6.71900000
    -3.96800000      7.29800000      7.29800000
    -3.96600000      7.87700000      7.87700000
    -3.96400000      8.45600000      8.45600000
    -3.96200000      9.03500000      9.03500000
    -3.96000000      9.61400000      9.61400000
    -3.95800000     10.19000000     10.19000000
    -3.95600000     13.36000000     13.36000000
    -3.95400000     12.28000000     12.28000000
    -3.95200000     11.20000000     11.20000000
    -3.95000000     10.11000000     10.11000000
    -3.94800000      9.03100000      9.03000000
    -3.94600000      7.94800000      7.94700000
    -3.94400000      6.86500000      6.86400000
    -3.94200000      5.78200000      5.78100000
    -3.94000000      4.69900000      4.69800000
    -3.93800000      3.61500000      3.61400000
    -3.93600000      2.53200000      2.53100000
    -3.93400000      1.85900000      1.85900000
    -3.93200000      1.85400000      1.85400000
    -3.93000000      1.84900000      1.84900000
    -3.92800000      1.84400000      1.84400000
    -3.92600000      1.83900000      1.83900000
    -3.92400000      1.83500000      1.83500000
    -3.92200000      1.83000000      1.83000000
    -3.92000000      1.82500000      1.82500000
    -3.91800000      1.82000000      1.82000000
    -3.91600000      1.81500000      1.81500000
    -3.91400000      1.81000000      1.81000000
    -3.91200000      1.80600000      1.80600000
    -3.91000000      1.80100000      1.80100000
    -3.90800000      1.79600000      1.79600000
    -3.90600000      1.79100000      1.79100000
    -3.90400000      1.78600000      1.78600000
    -3.90200000      1.78200000      1.78200000
    -3.90000000      1.77700000      1.77700000
    -3.89800000      1.77200000      1.77200000
    -3.89600000     10.25000000     10.26000000
    -3.89400000     19.83000000     19.84000000
    -3.89200000     29.42000000     29.42000000
    -3.89000000     19.26000000     19.25000000
    -3.88800000     12.07000000     12.07000000
    -3.88600000      4.88900000      4.88100000
    -3.88400000      1.08300000      1.08300000
    -3.88200000      1.06200000      1.06200000
    -3.88000000      1.04000000      1.04000000
    -3.87800000      1.01800000      1.01800000
    -3.87600000      0.99640000      0.99640000
    -3.87400000      0.97470000      0.97470000
    -3.87200000      0.95290000      0.95290000
    -3.87000000      0.93120000      0.93120000
    -3.86800000      0.90940000      0.90940000
    -3.86600000      0.88770000      0.88760000
    -3.86400000      0.86590000      0.86590000
    -3.86200000      0.84410000      0.84410000
    -3.86000000      0.82240000      0.82240000
    -3.85800000      0.80060000      0.80060000
    -3.85600000      0.77890000      0.77890000
    -3.85400000      0.75710000      0.75710000
    -3.85200000      0.73540000      0.73530000
    -3.85000000      0.71360000      0.71360000
    -3.84800000      0.69180000      0.69180000
    -3.84600000      0.67010000      0.67010000
    -3.84400000      0.64830000      0.64830000
    -3.84200000      0.62660000      0.62650000
    -3.84000000      0.60480000      0.60480000
    -3.83800000      0.58310000      0.58300000
    -3.83600000      0.56130000      0.56130000
    -3.83400000      0.53950000      0.53950000
    -3.83200000      0.51780000      0.51780000
    -3.83000000      0.49600000      0.49600000
    -3.82800000      0.47430000      0.47420000
    -3.82600000      0.45250000      0.45250000
    -3.82400000      0.43080000      0.43070000
    -3.82200000      0.40900000      0.40900000
    -3.82000000      0.38720000      0.38720000
    -3.81800000      0.36550000      0.36550000
    -3.81600000      0.34370000      0.34370000
    -3.81400000      0.32200000      0.32190000
    -3.81200000      0.30020000      0.30020000
    -3.81000000      0.27850000      0.27840000
    -3.80800000      0.25670000      0.25670000
    -3.80600000      0.23490000      0.23490000
    -3.80400000      0.21320000      0.21320000
    -3.80200000      0.19140000      0.19140000
    -3.80000000      0.16970000      0.16960000
    -3.79800000      0.14790000      0.14790000
    -3.79600000      0.12610000      0.12610000
    -3.79400000      0.10440000      0.10440000
    -3.79200000      0.08264000      0.08261000
    -3.79000000      0.06088000      0.06085000
    -3.78800000      0.03912000      0.03910000
    -3.78600000      0.01736000      0.01734000
    -3.78400000      0.00000000      0.00000000
    -3.78200000      0.00000000      0.00000000
    -3.78000000      0.00000000      0.00000000
    -3.77800000      0.00000000      0.00000000
    -3.77600000      0.00000000      0.00000000
    -3.77400000      0.00000000      0.00000000
    -3.77200000      0.00000000      0.00000000
    -3.77000000      0.00000000      0.00000000
    -3.76800000      0.00000000      0.00000000
    -3.76600000      0.00000000      0.00000000
    -3.76400000      0.00000000      0.00000000
    -3.76200000      0.00000000      0.00000000
    -3.76000000      0.00000000      0.00000000
    -3.75800000      0.00000000      0.00000000
    -3.75600000      0.00000000      0.00000000
    -3.75400000      0.00000000      0.00000000
    -3.75200000      0.00000000      0.00000000
    -3.75000000      0.00000000      0.00000000
    -3.74800000      0.00000000      0.00000000
    -3.74600000      0.00000000      0.00000000
    -3.74400000      0.00000000      0.00000000
    -3.74200000      0.00000000      0.00000000
    -3.74000000      0.00000000      0.00000000
    -3.73800000      0.00000000      0.00000000
    -3.73600000      0.00000000      0.00000000
    -3.73400000      0.00000000      0.00000000
    -3.73200000      0.03524000      0.03547000
    -3.73000000      0.26570000      0.26590000
    -3.72800000      0.49610000      0.49630000
    -3.72600000      0.72650000      0.72670000
    -3.72400000      0.95690000      0.95710000
    -3.72200000      1.18700000      1.18800000
    -3.72000000      1.41800000      1.41800000
    -3.71800000      1.64800000      1.64800000
    -3.71600000      1.87900000      1.87900000
    -3.71400000      2.10900000      2.10900000
    -3.71200000      2.33900000      2.34000000
    -3.71000000      2.57000000      2.57000000
    -3.70800000      2.80000000      2.80000000
    -3.70600000      3.03100000      3.03100000
    -3.70400000      3.26100000      3.26100000
    -3.70200000      3.49200000      3.49200000
    -3.70000000      3.72200000      3.72200000
    -3.69800000      3.95200000      3.95300000
    -3.69600000      4.18300000      4.18300000
    -3.69400000      4.41300000      4.41300000
    -3.69200000      4.64400000      4.64400000
    -3.69000000      4.87400000      4.87400000
    -3.68800000      5.10400000      5.10500000
    -3.68600000      5.33500000      5.33500000
    -3.68400000      5.56500000      5.56500000
    -3.68200000      5.79600000      5.79600000
    -3.68000000      6.02600000      6.02600000
    -3.67800000     25.75000000     25.76000000
    -3.67600000     24.79000000     24.79000000
    -3.67400000     34.03000000     34.03000000
    -3.67200000     19.36000000     19.36000000
    -3.67000000     19.07000000     19.07000000
    -3.66800000     32.87000000     32.86000000
    -3.66600000     22.69000000     22.69000000
    -3.66400000     22.72000000     22.72000000
    -3.66200000     22.75000000     22.75000000
    -3.66000000     22.78000000     22.78000000
    -3.65800000     28.12000000     28.12000000
    -3.65600000     25.89000000     25.89000000
    -3.65400000     23.65000000     23.65000000
    -3.65200000     21.42000000     21.41000000
    -3.65000000     19.18000000     19.18000000
    -3.64800000     16.95000000     16.94000000
    -3.64600000     14.71000000     14.71000000
    -3.64400000     12.48000000     12.47000000
    -3.64200000     10.24000000     10.24000000
    -3.64000000      9.84100000      9.84100000
    -3.63800000      9.97700000      9.97800000
    -3.63600000     10.22000000     10.22000000
    -3.63400000      9.59000000      9.58900000
    -3.63200000      8.95900000      8.95800000
    -3.63000000     23.19000000     23.19000000
    -3.62800000     21.67000000     21.67000000
    -3.62600000     20.15000000     20.15000000
    -3.62400000     18.63000000     18.62000000
    -3.62200000     17.35000000     17.35000000
    -3.62000000     16.17000000     16.16000000
    -3.61800000     29.02000000     29.02000000
    -3.61600000     17.60000000     17.60000000
    -3.61400000     16.38000000     16.38000000
    -3.61200000     15.17000000     15.17000000
    -3.61000000     13.95000000     13.95000000
    -3.60800000     13.45000000     13.45000000
    -3.60600000     13.12000000     13.12000000
    -3.60400000     12.79000000     12.79000000
    -3.60200000     12.47000000     12.47000000
    -3.60000000     12.14000000     12.14000000
    -3.59800000     11.81000000     11.81000000
    -3.59600000     11.48000000     11.48000000
    -3.59400000     11.15000000     11.15000000
    -3.59200000     10.83000000     10.83000000
    -3.59000000     10.50000000     10.50000000
    -3.58800000     10.17000000     10.17000000
    -3.58600000      9.93100000      9.93100000
    -3.58400000      9.83200000      9.83200000
    -3.58200000      9.73200000      9.73200000
    -3.58000000      9.63300000      9.63300000
    -3.57800000      9.53400000      9.53400000
    -3.57600000      9.43500000      9.43500000
    -3.57400000      9.33500000      9.33500000
    -3.57200000      9.23600000      9.23600000
    -3.57000000     18.90000000     18.90000000
    -3.56800000      8.94000000      8.94000000
    -3.56600000      9.17800000      9.17800000
    -3.56400000      9.41600000      9.41600000
    -3.56200000      9.65300000      9.65400000
    -3.56000000      9.89100000      9.89200000
    -3.55800000     10.13000000     10.13000000
    -3.55600000     10.37000000     10.37000000
    -3.55400000     10.60000000     10.61000000
    -3.55200000     10.84000000     10.84000000
    -3.55000000     11.08000000     11.08000000
    -3.54800000     11.32000000     11.32000000
    -3.54600000     11.56000000     11.56000000
    -3.54400000     11.79000000     11.79000000
    -3.54200000     12.03000000     12.03000000
    -3.54000000     12.10000000     12.10000000
    -3.53800000     12.32000000     12.32000000
    -3.53600000     12.53000000     12.53000000
    -3.53400000      9.64500000      9.64500000
    -3.53200000      9.54700000      9.54700000
    -3.53000000      9.50400000      9.50400000
    -3.52800000      9.46100000      9.46100000
    -3.52600000      9.41800000      9.41800000
    -3.52400000      9.37500000      9.37500000
    -3.52200000      9.33200000      9.33200000
    -3.52000000      9.28800000      9.28800000
    -3.51800000      9.24500000      9.24500000
    -3.51600000      9.20200000      9.20200000
    -3.51400000      9.15900000      9.15900000
    -3.51200000      9.11600000      9.11600000
    -3.51000000      9.07300000      9.07300000
    -3.50800000      9.03000000      9.03000000
    -3.50600000      8.98600000      8.98600000
    -3.50400000      8.94300000      8.94300000
    -3.50200000      8.90000000      8.90000000
    -3.50000000      8.85700000      8.85700000
    -3.49800000      8.81400000      8.81400000
    -3.49600000      8.77100000      8.77100000
    -3.49400000      8.72800000      8.72800000
    -3.49200000      8.68400000      8.68400000
    -3.49000000      8.64100000      8.64100000
    -3.48800000      8.59800000      8.59800000
    -3.48600000      8.55500000      8.55500000
    -3.48400000      8.51200000      8.51200000
    -3.48200000      8.46900000      8.46900000
    -3.48000000      8.42600000      8.42600000
    -3.47800000      8.38200000      8.38200000
    -3.47600000      8.33900000      8.33900000
    -3.47400000      8.29600000      8.29600000
    -3.47200000      8.26000000      8.26000000
    -3.47000000      8.30500000      8.30500000
    -3.46800000     44.11000000     44.10000000
    -3.46600000     40.30000000     40.30000000
    -3.46400000     36.50000000     36.49000000
    -3.46200000     32.69000000     32.69000000
    -3.46000000     13.23000000     13.23000000
    -3.45800000     12.93000000     12.93000000
    -3.45600000     12.56000000     12.56000000
    -3.45400000     12.18000000     12.18000000
    -3.45200000     11.80000000     11.80000000
    -3.45000000     11.42000000     11.42000000
    -3.44800000     11.05000000     11.05000000
    -3.44600000     10.67000000     10.67000000
    -3.44400000     10.29000000     10.29000000
    -3.44200000      9.91200000      9.91200000
    -3.44000000      9.53400000      9.53400000
    -3.43800000      9.15600000      9.15600000
    -3.43600000      8.77800000      8.77800000
    -3.43400000      8.40000000      8.40000000
    -3.43200000      8.02200000      8.02200000
    -3.43000000      7.86200000      7.86200000
    -3.42800000     28.42000000     28.40000000
    -3.42600000      7.25900000      7.25900000
    -3.42400000      7.29000000      7.29000000
    -3.42200000      7.32100000      7.32100000
    -3.42000000      7.35200000      7.35200000
    -3.41800000      7.38400000      7.38400000
    -3.41600000      7.41500000      7.41500000
    -3.41400000      7.44600000      7.44600000
    -3.41200000      7.47700000      7.47700000
    -3.41000000      7.50800000      7.50800000
    -3.40800000      7.53900000      7.53900000
    -3.40600000      8.26100000      8.26100000
    -3.40400000      8.18400000      8.18400000
    -3.40200000      8.10700000      8.10600000
    -3.40000000      8.02900000      8.02900000
    -3.39800000      7.95200000      7.95200000
    -3.39600000      7.87500000      7.87500000
    -3.39400000      8.08000000      8.08600000
    -3.39200000     12.87000000     12.87000000
    -3.39000000     17.66000000     17.66000000
    -3.38800000      7.64400000      7.64400000
    -3.38600000      6.88100000      6.88000000
    -3.38400000      6.11700000      6.11700000
    -3.38200000      5.35400000      5.35300000
    -3.38000000      4.59000000      4.58900000
    -3.37800000      3.82700000      3.82600000
    -3.37600000      3.06300000      3.06200000
    -3.37400000      2.29900000      2.29900000
    -3.37200000      1.53600000      1.53500000
    -3.37000000      0.77210000      0.77150000
    -3.36800000      0.00852900      0.00789100
    -3.36600000      0.00000000      0.00000000
    -3.36400000      0.00000000      0.00000000
    -3.36200000      0.00000000      0.00000000
    -3.36000000      0.00000000      0.00000000
    -3.35800000      0.00000000      0.00000000
    -3.35600000      0.00000000      0.00000000
    -3.35400000      0.00000000      0.00000000
    -3.35200000      0.00000000      0.00000000
    -3.35000000      0.00000000      0.00000000
    -3.34800000      0.00000000      0.00000000
    -3.34600000      0.00000000      0.00000000
    -3.34400000      0.00000000      0.00000000
    -3.34200000      0.00000000      0.00000000
    -3.34000000      0.00000000      0.00000000
    -3.33800000      0.00000000      0.00000000
    -3.33600000      0.00000000      0.00000000
    -3.33400000      0.00000000      0.00000000
    -3.33200000      0.00000000      0.00000000
    -3.33000000      0.00000000      0.00000000
    -3.32800000      0.00000000      0.00000000
    -3.32600000      0.00000000      0.00000000
    -3.32400000      0.00000000      0.00000000
    -3.32200000      0.00000000      0.00000000
    -3.32000000      0.00000000      0.00000000
    -3.31800000      0.00000000      0.00000000
    -3.31600000      0.00000000      0.00000000
    -3.31400000      0.00000000      0.00000000
    -3.31200000      0.00000000      0.00000000
    -3.31000000      0.00000000      0.00000000
    -3.30800000      0.00000000      0.00000000
    -3.30600000      0.00000000      0.00000000
    -3.30400000      0.00000000      0.00000000
    -3.30200000      0.00000000      0.00000000
    -3.30000000      0.00000000      0.00000000
    -3.29800000      0.00000000      0.00000000
    -3.29600000      0.00000000      0.00000000
    -3.29400000      0.00000000      0.00000000
    -3.29200000      0.00000000      0.00000000
    -3.29000000      0.00000000      0.00000000
    -3.28800000      0.00000000      0.00000000
    -3.28600000      0.00000000      0.00000000
    -3.28400000      0.00000000      0.00000000
    -3.28200000      0.00000000      0.00000000
    -3.28000000      0.00000000      0.00000000
    -3.27800000      0.00000000      0.00000000
    -3.27600000      0.00000000      0.00000000
    -3.27400000      0.00000000      0.00000000
    -3.27200000      0.00000000      0.00000000
    -3.27000000      0.00000000      0.00000000
    -3.26800000      0.00000000      0.00000000
    -3.26600000      0.00000000      0.00000000
    -3.26400000      0.00000000      0.00000000
    -3.26200000      0.00000000      0.00000000
    -3.26000000      0.00000000      0.00000000
    -3.25800000      0.00000000      0.00000000
    -3.25600000      0.00000000      0.00000000
    -3.25400000      0.00000000      0.00000000
    -3.25200000      0.00000000      0.00000000
    -3.25000000      0.00000000      0.00000000
    -3.24800000      0.00000000      0.00000000
    -3.24600000      0.00000000      0.00000000
    -3.24400000      0.00000000      0.00000000
    -3.24200000      0.00000000      0.00000000
    -3.24000000      0.00000000      0.00000000
    -3.23800000      0.00000000      0.00000000
    -3.23600000      0.00000000      0.00000000
    -3.23400000      0.00000000      0.00000000
    -3.23200000      0.00000000      0.00000000
    -3.23000000      0.00000000      0.00000000
    -3.22800000      0.00000000      0.00000000
    -3.22600000      0.00000000      0.00000000
    -3.22400000      0.00000000      0.00000000
    -3.22200000      0.00000000      0.00000000
    -3.22000000      0.00000000      0.00000000
    -3.21800000      0.00000000      0.00000000
    -3.21600000      0.00000000      0.00000000
    -3.21400000      0.00000000      0.00000000
    -3.21200000      0.00000000      0.00000000
    -3.21000000      0.00000000      0.00000000
    -3.20800000      0.00000000      0.00000000
    -3.20600000      0.00000000      0.00000000
    -3.20400000      0.00000000      0.00000000
    -3.20200000      0.00000000      0.00000000
    -3.20000000      0.00000000      0.00000000
    -3.19800000      0.00000000      0.00000000
    -3.19600000      0.00000000      0.00000000
    -3.19400000      0.00000000      0.00000000
    -3.19200000      0.00000000      0.00000000
    -3.19000000      0.00000000      0.00000000
    -3.18800000      0.00000000      0.00000000
    -3.18600000      0.00000000      0.00000000
    -3.18400000      0.00000000      0.00000000
    -3.18200000      0.00000000      0.00000000
    -3.18000000      0.00000000      0.00000000
    -3.17800000      0.00000000      0.00000000
    -3.17600000      0.00000000      0.00000000
    -3.17400000      0.00000000      0.00000000
    -3.17200000      0.00000000      0.00000000
    -3.17000000      0.00000000      0.00000000
    -3.16800000      0.00000000      0.00000000
    -3.16600000      0.00000000      0.00000000
    -3.16400000      0.00000000      0.00000000
    -3.16200000      0.00000000      0.00000000
    -3.16000000      0.00000000      0.00000000
    -3.15800000      0.00000000      0.00000000
    -3.15600000      0.00000000      0.00000000
    -3.15400000      0.00000000      0.00000000
    -3.15200000      0.00000000      0.00000000
    -3.15000000      0.00000000      0.00000000
    -3.14800000      0.00000000      0.00000000
    -3.14600000      0.00000000      0.00000000
    -3.14400000      0.00000000      0.00000000
    -3.14200000      0.00000000      0.00000000
    -3.14000000      0.00000000      0.00000000
    -3.13800000      0.00000000      0.00000000
    -3.13600000      0.00000000      0.00000000
    -3.13400000      0.00000000      0.00000000
    -3.13200000      0.00000000      0.00000000
    -3.13000000      0.00000000      0.00000000
    -3.12800000      0.00000000      0.00000000
    -3.12600000      0.00000000      0.00000000
    -3.12400000      0.00000000      0.00000000
    -3.12200000      0.00000000      0.00000000
    -3.12000000      0.00000000      0.00000000
    -3.11800000      0.00000000      0.00000000
    -3.11600000      0.00000000      0.00000000
    -3.11400000      0.00000000      0.00000000
    -3.11200000      0.00000000      0.00000000
    -3.11000000      0.00000000      0.00000000
    -3.10800000      0.00000000      0.00000000
    -3.10600000      0.00000000      0.00000000
    -3.10400000      0.00000000      0.00000000
    -3.10200000      0.00000000      0.00000000
    -3.10000000      0.00000000      0.00000000
    -3.09800000      0.00000000      0.00000000
    -3.09600000      0.00000000      0.00000000
    -3.09400000      0.00000000      0.00000000
    -3.09200000      0.00000000      0.00000000
    -3.09000000      0.00000000      0.00000000
    -3.08800000      0.00000000      0.00000000
    -3.08600000      0.00000000      0.00000000
    -3.08400000      0.00000000      0.00000000
    -3.08200000      0.00000000      0.00000000
    -3.08000000      0.00000000      0.00000000
    -3.07800000      0.00000000      0.00000000
    -3.07600000      0.00000000      0.00000000
    -3.07400000      0.00000000      0.00000000
    -3.07200000      0.00000000      0.00000000
    -3.07000000      0.00000000      0.00000000
    -3.06800000      0.00000000      0.00000000
    -3.06600000      0.00000000      0.00000000
    -3.06400000      0.00000000      0.00000000
    -3.06200000      0.00000000      0.00000000
    -3.06000000      0.00000000      0.00000000
    -3.05800000      0.00000000      0.00000000
    -3.05600000      0.00000000      0.00000000
    -3.05400000      0.00000000      0.00000000
    -3.05200000      0.00000000      0.00000000
    -3.05000000      0.00000000      0.00000000
    -3.04800000      0.00000000      0.00000000
    -3.04600000      0.00000000      0.00000000
    -3.04400000      0.00000000      0.00000000
    -3.04200000      0.00000000      0.00000000
    -3.04000000      0.00000000      0.00000000
    -3.03800000      0.00000000      0.00000000
    -3.03600000      0.00000000      0.00000000
    -3.03400000      0.00000000      0.00000000
    -3.03200000      0.00000000      0.00000000
    -3.03000000      0.00000000      0.00000000
    -3.02800000      0.00000000      0.00000000
    -3.02600000      0.00000000      0.00000000
    -3.02400000      0.00000000      0.00000000
    -3.02200000      0.00000000      0.00000000
    -3.02000000      0.00000000      0.00000000
    -3.01800000      0.00000000      0.00000000
    -3.01600000      0.00000000      0.00000000
    -3.01400000      0.00000000      0.00000000
    -3.01200000      0.00000000      0.00000000
    -3.01000000      0.00000000      0.00000000
    -3.00800000      0.00000000      0.00000000
    -3.00600000      0.00000000      0.00000000
    -3.00400000      0.00000000      0.00000000
    -3.00200000      0.00000000      0.00000000
    -3.00000000      0.00000000      0.00000000
    -2.99800000      0.00000000      0.00000000
    -2.99600000      0.00000000      0.00000000
    -2.99400000      0.00000000      0.00000000
    -2.99200000      0.00000000      0.00000000
    -2.99000000      0.00000000      0.00000000
    -2.98800000      0.00000000      0.00000000
    -2.98600000      0.00000000      0.00000000
    -2.98400000      0.00000000      0.00000000
    -2.98200000      0.00000000      0.00000000
    -2.98000000      0.00000000      0.00000000
    -2.97800000      0.00000000      0.00000000
    -2.97600000      0.00000000      0.00000000
    -2.97400000      0.00000000      0.00000000
    -2.97200000      0.00000000      0.00000000
    -2.97000000      0.00000000      0.00000000
    -2.96800000      0.00000000      0.00000000
    -2.96600000      0.00000000      0.00000000
    -2.96400000      0.00000000      0.00000000
    -2.96200000      0.00000000      0.00000000
    -2.96000000      0.00000000      0.00000000
    -2.95800000      0.00000000      0.00000000
    -2.95600000      0.00000000      0.00000000
    -2.95400000      0.00000000      0.00000000
    -2.95200000      0.00000000      0.00000000
    -2.95000000      0.00000000      0.00000000
    -2.94800000      0.00000000      0.00000000
    -2.94600000      0.00000000      0.00000000
    -2.94400000      0.00000000      0.00000000
    -2.94200000      0.00000000      0.00000000
    -2.94000000      0.00000000      0.00000000
    -2.93800000      0.00000000      0.00000000
    -2.93600000      0.00000000      0.00000000
    -2.93400000      0.00000000      0.00000000
    -2.93200000      0.00000000      0.00000000
    -2.93000000      0.00000000      0.00000000
    -2.92800000      0.00000000      0.00000000
    -2.92600000      0.00000000      0.00000000
    -2.92400000      0.00000000      0.00000000
    -2.92200000      0.00000000      0.00000000
    -2.92000000      0.00000000      0.00000000
    -2.91800000      0.00000000      0.00000000
    -2.91600000      0.00000000      0.00000000
    -2.91400000      0.00000000      0.00000000
    -2.91200000      0.00000000      0.00000000
    -2.91000000      0.00000000      0.00000000
    -2.90800000      0.00000000      0.00000000
    -2.90600000      0.00000000      0.00000000
    -2.90400000      0.00000000      0.00000000
    -2.90200000      0.00000000      0.00000000
    -2.90000000      0.00000000      0.00000000
    -2.89800000      0.00000000      0.00000000
    -2.89600000      0.00000000      0.00000000
    -2.89400000      0.00000000      0.00000000
    -2.89200000      0.00000000      0.00000000
    -2.89000000      0.00000000      0.00000000
    -2.88800000      0.00000000      0.00000000
    -2.88600000      0.00000000      0.00000000
    -2.88400000      0.00000000      0.00000000
    -2.88200000      0.00000000      0.00000000
    -2.88000000      0.00000000      0.00000000
    -2.87800000      0.00000000      0.00000000
    -2.87600000      0.00000000      0.00000000
    -2.87400000      0.00000000      0.00000000
    -2.87200000      0.00000000      0.00000000
    -2.87000000      0.00000000      0.00000000
    -2.86800000      0.00000000      0.00000000
    -2.86600000      0.00000000      0.00000000
    -2.86400000      0.00000000      0.00000000
    -2.86200000      0.00000000      0.00000000
    -2.86000000      0.00000000      0.00000000
    -2.85800000      0.00000000      0.00000000
    -2.85600000      0.00000000      0.00000000
    -2.85400000      0.00000000      0.00000000
    -2.85200000      0.00000000      0.00000000
    -2.85000000      0.00000000      0.00000000
    -2.84800000      0.00000000      0.00000000
    -2.84600000      0.00000000      0.00000000
