# total density of states output by FHI-aims, for a spin polarized system
# The energy reference for this output is the average chemical potential, mu =       -2.7424235 eV
#   Energy (eV)     DOS(spin up)    DOS(spin down)
    -6.98500000      0.00000000      0.00000000
    -6.98300000      0.00000000      0.00000000
    -6.98100000      0.00000000      0.00000000
    -6.97900000      0.00000000      0.00000000
    -6.97700000      0.00000000      0.00000000
    -6.97500000      0.00000000      0.00000000
    -6.97300000      0.00000000      0.00000000
    -6.97100000      0.00000000      0.00000000
    -6.96900000      0.00000000      0.00000000
    -6.96700000      0.00000000      0.00000000
    -6.96500000      0.00000000      0.00000000
    -6.96300000      0.00000000      0.00000000
    -6.96100000      0.00000000      0.00000000
    -6.95900000      0.00000000      0.00000000
    -6.95700000      0.00000000      0.00000000
    -6.95500000      0.00000000      0.00000000
    -6.95300000      0.00000000      0.00000000
    -6.95100000      0.00000000      0.00000000
    -6.94900000      0.00000000      0.00000000
    -6.94700000      0.00000000      0.00000000
    -6.94500000      0.00000000      0.00000000
    -6.94300000      0.00000000      0.00000000
    -6.94100000      0.00000000      0.00000000
    -6.93900000      0.00000000      0.00000000
    -6.93700000      0.00000000      0.00000000
    -6.93500000      0.00000000      0.00000000
    -6.93300000      0.00000000      0.00000000
    -6.93100000      0.00000000      0.00000000
    -6.92900000      0.00000000      0.00000000
    -6.92700000      0.00000000      0.00000000
    -6.92500000      0.00000000      0.00000000
    -6.92300000      0.00000000      0.00000000
    -6.92100000      0.00000000      0.00000000
    -6.91900000      0.00000000      0.00000000
    -6.91700000      0.00000000      0.00000000
    -6.91500000      0.00000000      0.00000000
    -6.91300000      0.00000000      0.00000000
    -6.91100000      0.00000000      0.00000000
    -6.90900000      0.00000000      0.00000000
    -6.90700000      0.00000000      0.00000000
    -6.90500000      0.00000000      0.00000000
    -6.90300000      0.00000000      0.00000000
    -6.90100000      0.00000000      0.00000000
    -6.89900000      0.00000000      0.00000000
    -6.89700000      0.00000000      0.00000000
    -6.89500000      0.00000000      0.00000000
    -6.89300000      0.00000000      0.00000000
    -6.89100000      0.00000000      0.00000000
    -6.88900000      0.00000000      0.00000000
    -6.88700000      0.00000000      0.00000000
    -6.88500000      0.00000000      0.00000000
    -6.88300000      0.00000000      0.00000000
    -6.88100000      0.00000000      0.00000000
    -6.87900000      0.00000000      0.00000000
    -6.87700000      0.00000000      0.00000000
    -6.87500000      0.00000000      0.00000000
    -6.87300000      0.00000000      0.00000000
    -6.87100000      0.00000000      0.00000000
    -6.86900000      0.00000000      0.00000000
    -6.86700000      0.00000000      0.00000000
    -6.86500000      0.00000000      0.00000000
    -6.86300000      0.00000000      0.00000000
    -6.86100000      0.00000000      0.00000000
    -6.85900000      0.00000000      0.00000000
    -6.85700000      0.00000000      0.00000000
    -6.85500000      0.00000000      0.00000000
    -6.85300000      0.00000000      0.00000000
    -6.85100000      0.00000000      0.00000000
    -6.84900000      0.00000000      0.00000000
    -6.84700000      0.00000000      0.00000000
    -6.84500000      0.00000000      0.00000000
    -6.84300000      0.00000000      0.00000000
    -6.84100000      0.00000000      0.00000000
    -6.83900000      0.00000000      0.00000000
    -6.83700000      0.00000000      0.00000000
    -6.83500000      0.00000000      0.00000000
    -6.83300000      0.00000000      0.00000000
    -6.83100000      0.00000000      0.00000000
    -6.82900000      0.00000000      0.00000000
    -6.82700000      0.00000000      0.00000000
    -6.82500000      0.00000000      0.00000000
    -6.82300000      0.00000000      0.00000000
    -6.82100000      0.00000000      0.00000000
    -6.81900000      0.00000000      0.00000000
    -6.81700000      0.00000000      0.00000000
    -6.81500000      0.00000000      0.00000000
    -6.81300000      0.00000000      0.00000000
    -6.81100000      0.00000000      0.00000000
    -6.80900000      0.00000000      0.00000000
    -6.80700000      0.00000000      0.00000000
    -6.80500000      0.00000000      0.00000000
    -6.80300000      0.00000000      0.00000000
    -6.80100000      0.00000000      0.00000000
    -6.79900000      0.00000000      0.00000000
    -6.79700000      0.00000000      0.00000000
    -6.79500000      0.00000000      0.00000000
    -6.79300000      0.00000000      0.00000000
    -6.79100000      0.00000000      0.00000000
    -6.78900000      0.00000000      0.00000000
    -6.78700000      0.00000000      0.00000000
    -6.78500000      0.00000000      0.00000000
    -6.78300000      0.00000000      0.00000000
    -6.78100000      0.00000000      0.00000000
    -6.77900000      0.00000000      0.00000000
    -6.77700000      0.00000000      0.00000000
    -6.77500000      0.00000000      0.00000000
    -6.77300000      0.00000000      0.00000000
    -6.77100000      0.00000000      0.00000000
    -6.76900000      0.00000000      0.00000000
    -6.76700000      0.00000000      0.00000000
    -6.76500000      0.00000000      0.00000000
    -6.76300000      0.00000000      0.00000000
    -6.76100000      0.00000000      0.00000000
    -6.75900000      0.00000000      0.00000000
    -6.75700000      0.00000000      0.00000000
    -6.75500000      0.00000000      0.00000000
    -6.75300000      0.00000000      0.00000000
    -6.75100000      0.00000000      0.00000000
    -6.74900000      0.00000000      0.00000000
    -6.74700000      0.00000000      0.00000000
    -6.74500000      0.00000000      0.00000000
    -6.74300000      0.00000000      0.00000000
    -6.74100000      0.00000000      0.00000000
    -6.73900000      0.00000000      0.00000000
    -6.73700000      0.00000000      0.00000000
    -6.73500000      0.00000000      0.00000000
    -6.73300000      0.00000000      0.00000000
    -6.73100000      0.00000000      0.00000000
    -6.72900000      0.00000000      0.00000000
    -6.72700000      0.00000000      0.00000000
    -6.72500000      0.00000000      0.00000000
    -6.72300000      0.00000000      0.00000000
    -6.72100000      0.00000000      0.00000000
    -6.71900000      0.00000000      0.00000000
    -6.71700000      0.00000000      0.00000000
    -6.71500000      0.00000000      0.00000000
    -6.71300000      0.00000000      0.00000000
    -6.71100000      0.00000000      0.00000000
    -6.70900000      0.00000000      0.00000000
    -6.70700000      0.00000000      0.00000000
    -6.70500000      0.00000000      0.00000000
    -6.70300000      0.00000000      0.00000000
    -6.70100000      0.00000000      0.00000000
    -6.69900000      0.00000000      0.00000000
    -6.69700000      0.00000000      0.00000000
    -6.69500000      0.00000000      0.00000000
    -6.69300000      0.00000000      0.00000000
    -6.69100000      0.00000000      0.00000000
    -6.68900000      0.00000000      0.00000000
    -6.68700000      0.00000000      0.00000000
    -6.68500000      0.00000000      0.00000000
    -6.68300000      0.00000000      0.00000000
    -6.68100000      0.00000000      0.00000000
    -6.67900000      0.00000000      0.00000000
    -6.67700000      0.00000000      0.00000000
    -6.67500000      0.00000000      0.00000000
    -6.67300000      0.00000000      0.00000000
    -6.67100000      0.00000000      0.00000000
    -6.66900000      0.00000000      0.00000000
    -6.66700000      0.00000000      0.00000000
    -6.66500000      0.00000000      0.00000000
    -6.66300000      0.00000000      0.00000000
    -6.66100000      0.00000000      0.00000000
    -6.65900000      0.00000000      0.00000000
    -6.65700000      0.00000000      0.00000000
    -6.65500000      0.00000000      0.00000000
    -6.65300000      0.00000000      0.00000000
    -6.65100000      0.00000000      0.00000000
    -6.64900000      0.00000000      0.00000000
    -6.64700000      0.00000000      0.00000000
    -6.64500000      0.00000000      0.00000000
    -6.64300000      0.00000000      0.00000000
    -6.64100000      0.00000000      0.00000000
    -6.63900000      0.00000000      0.00000000
    -6.63700000      0.00000000      0.00000000
    -6.63500000      0.00000000      0.00000000
    -6.63300000      0.00000000      0.00000000
    -6.63100000      0.00000000      0.00000000
    -6.62900000      0.00000000      0.00000000
    -6.62700000      0.00000000      0.00000000
    -6.62500000      0.00000000      0.00000000
    -6.62300000      0.00000000      0.00000000
    -6.62100000      0.00000000      0.00000000
    -6.61900000      0.00000000      0.00000000
    -6.61700000      0.00000000      0.00000000
    -6.61500000      0.00000000      0.00000000
    -6.61300000      0.00000000      0.00000000
    -6.61100000      0.00000000      0.00000000
    -6.60900000      0.00000000      0.00000000
    -6.60700000      0.00000000      0.00000000
    -6.60500000      0.00000000      0.00000000
    -6.60300000      0.00000000      0.00000000
    -6.60100000      0.00000000      0.00000000
    -6.59900000      0.00000000      0.00000000
    -6.59700000      0.00000000      0.00000000
    -6.59500000      0.00000000      0.00000000
    -6.59300000      0.00000000      0.00000000
    -6.59100000      0.00000000      0.00000000
    -6.58900000      0.00000000      0.00000000
    -6.58700000      0.00000000      0.00000000
    -6.58500000      0.00000000      0.00000000
    -6.58300000      0.00000000      0.00000000
    -6.58100000      0.00000000      0.00000000
    -6.57900000      0.00000000      0.00000000
    -6.57700000      0.00000000      0.00000000
    -6.57500000      0.00000000      0.00000000
    -6.57300000      0.00000000      0.00000000
    -6.57100000      0.00000000      0.00000000
    -6.56900000      0.00000000      0.00000000
    -6.56700000      0.00000000      0.00000000
    -6.56500000      0.00000000      0.00000000
    -6.56300000      0.00000000      0.00000000
    -6.56100000      0.00000000      0.00000000
    -6.55900000      0.00000000      0.00000000
    -6.55700000      0.00000000      0.00000000
    -6.55500000      0.00000000      0.00000000
    -6.55300000      0.00000000      0.00000000
    -6.55100000      0.00000000      0.00000000
    -6.54900000      0.00000000      0.00000000
    -6.54700000      0.00000000      0.00000000
    -6.54500000      0.00000000      0.00000000
    -6.54300000      0.00000000      0.00000000
    -6.54100000      0.00000000      0.00000000
    -6.53900000      0.00000000      0.00000000
    -6.53700000      0.00000000      0.00000000
    -6.53500000      0.00000000      0.00000000
    -6.53300000      0.00000000      0.00000000
    -6.53100000      0.00000000      0.00000000
    -6.52900000      0.00000000      0.00000000
    -6.52700000      0.00000000      0.00000000
    -6.52500000      0.00000000      0.00000000
    -6.52300000      0.00000000      0.00000000
    -6.52100000      0.00000000      0.00000000
    -6.51900000      0.00000000      0.00000000
    -6.51700000      0.00000000      0.00000000
    -6.51500000      0.00000000      0.00000000
    -6.51300000      0.00000000      0.00000000
    -6.51100000      0.00000000      0.00000000
    -6.50900000      0.00000000      0.00000000
    -6.50700000      0.00000000      0.00000000
    -6.50500000      0.00000000      0.00000000
    -6.50300000      0.00000000      0.00000000
    -6.50100000      0.00000000      0.00000000
    -6.49900000      0.00000000      0.00000000
    -6.49700000      0.00000000      0.00000000
    -6.49500000      0.00000000      0.00000000
    -6.49300000      0.00000000      0.00000000
    -6.49100000      0.00000000      0.00000000
    -6.48900000      0.00000000      0.00000000
    -6.48700000      0.00000000      0.00000000
    -6.48500000      0.00000000      0.00000000
    -6.48300000      0.00000000      0.00000000
    -6.48100000      0.00000000      0.00000000
    -6.47900000      0.00000000      0.00000000
    -6.47700000      0.00000000      0.00000000
    -6.47500000      0.00000000      0.00000000
    -6.47300000      0.00000000      0.00000000
    -6.47100000      0.00000000      0.00000000
    -6.46900000      0.00000000      0.00000000
    -6.46700000      0.00000000      0.00000000
    -6.46500000      0.00000000      0.00000000
    -6.46300000      0.00000000      0.00000000
    -6.46100000      0.00000000      0.00000000
    -6.45900000      0.00000000      0.00000000
    -6.45700000      0.00000000      0.00000000
    -6.45500000      0.00000000      0.00000000
    -6.45300000      0.00000000      0.00000000
    -6.45100000      0.00000000      0.00000000
    -6.44900000      0.00000000      0.00000000
    -6.44700000      0.00000000      0.00000000
    -6.44500000      0.00000000      0.00000000
    -6.44300000      0.00000000      0.00000000
    -6.44100000      0.00000000      0.00000000
    -6.43900000      0.00000000      0.00000000
    -6.43700000      0.00000000      0.00000000
    -6.43500000      0.00000000      0.00000000
    -6.43300000      0.00000000      0.00000000
    -6.43100000      0.00000000      0.00000000
    -6.42900000      0.00000000      0.00000000
    -6.42700000      0.00000000      0.00000000
    -6.42500000      0.00000000      0.00000000
    -6.42300000      0.00000000      0.00000000
    -6.42100000      0.00000000      0.00000000
    -6.41900000      0.00000000      0.00000000
    -6.41700000      0.00000000      0.00000000
    -6.41500000      0.00000000      0.00000000
    -6.41300000      0.00000000      0.00000000
    -6.41100000      0.00000000      0.00000000
    -6.40900000      0.00000000      0.00000000
    -6.40700000      0.00000000      0.00000000
    -6.40500000      0.00000000      0.00000000
    -6.40300000      0.00000000      0.00000000
    -6.40100000      0.00000000      0.00000000
    -6.39900000      0.00000000      0.00000000
    -6.39700000      0.00000000      0.00000000
    -6.39500000      0.00000000      0.00000000
    -6.39300000      0.00000000      0.00000000
    -6.39100000      0.00000000      0.00000000
    -6.38900000      0.00000000      0.00000000
    -6.38700000      0.00000000      0.00000000
    -6.38500000      0.00000000      0.00000000
    -6.38300000      0.00000000      0.00000000
    -6.38100000      0.00000000      0.00000000
    -6.37900000      0.00000000      0.00000000
    -6.37700000      0.00000000      0.00000000
    -6.37500000      0.00000000      0.00000000
    -6.37300000      0.00000000      0.00000000
    -6.37100000      0.00000000      0.00000000
    -6.36900000      0.00000000      0.00000000
    -6.36700000      0.00000000      0.00000000
    -6.36500000      0.00000000      0.00000000
    -6.36300000      0.00000000      0.00000000
    -6.36100000      0.00000000      0.00000000
    -6.35900000      0.00000000      0.00000000
    -6.35700000      0.00000000      0.00000000
    -6.35500000      0.00000000      0.00000000
    -6.35300000      0.00000000      0.00000000
    -6.35100000      0.00000000      0.00000000
    -6.34900000      0.00000000      0.00000000
    -6.34700000      0.00000000      0.00000000
    -6.34500000      0.00000000      0.00000000
    -6.34300000      0.00000000      0.00000000
    -6.34100000      0.00000000      0.00000000
    -6.33900000      0.00000000      0.00000000
    -6.33700000      0.00000000      0.00000000
    -6.33500000      0.00000000      0.00000000
    -6.33300000      0.00000000      0.00000000
    -6.33100000      0.00000000      0.00000000
    -6.32900000      0.00000000      0.00000000
    -6.32700000      0.00000000      0.00000000
    -6.32500000      0.00000000      0.00000000
    -6.32300000      0.00000000      0.00000000
    -6.32100000      0.00000000      0.00000000
    -6.31900000      0.00000000      0.00000000
    -6.31700000      0.00000000      0.00000000
    -6.31500000      0.00000000      0.00000000
    -6.31300000      0.00000000      0.00000000
    -6.31100000      0.00000000      0.00000000
    -6.30900000      0.00000000      0.00000000
    -6.30700000      0.00000000      0.00000000
    -6.30500000      0.00000000      0.00000000
    -6.30300000      0.00000000      0.00000000
    -6.30100000      0.00000000      0.00000000
    -6.29900000      0.00000000      0.00000000
    -6.29700000      0.00000000      0.00000000
    -6.29500000      0.00000000      0.00000000
    -6.29300000      0.00000000      0.00000000
    -6.29100000      0.00000000      0.00000000
    -6.28900000      0.00000000      0.00000000
    -6.28700000      0.00000000      0.00000000
    -6.28500000      0.00000000      0.00000000
    -6.28300000      0.00000000      0.00000000
    -6.28100000      0.00000000      0.00000000
    -6.27900000      0.00000000      0.00000000
    -6.27700000      0.00000000      0.00000000
    -6.27500000      0.00000000      0.00000000
    -6.27300000      0.00000000      0.00000000
    -6.27100000      0.00000000      0.00000000
    -6.26900000      0.00000000      0.00000000
    -6.26700000      0.00000000      0.00000000
    -6.26500000      0.00000000      0.00000000
    -6.26300000      0.00000000      0.00000000
    -6.26100000      0.00000000      0.00000000
    -6.25900000      0.00000000      0.00000000
    -6.25700000      0.00000000      0.00000000
    -6.25500000      0.00000000      0.00000000
    -6.25300000      0.00000000      0.00000000
    -6.25100000      0.00000000      0.00000000
    -6.24900000      0.00000000      0.00000000
    -6.24700000      0.00000000      0.00000000
    -6.24500000      0.00000000      0.00000000
    -6.24300000      0.00000000      0.00000000
    -6.24100000      0.00000000      0.00000000
    -6.23900000      0.00000000      0.00000000
    -6.23700000      0.00000000      0.00000000
    -6.23500000      0.00000000      0.00000000
    -6.23300000      0.00000000      0.00000000
    -6.23100000      0.00000000      0.00000000
    -6.22900000      0.00000000      0.00000000
    -6.22700000      0.00000000      0.00000000
    -6.22500000      0.00000000      0.00000000
    -6.22300000      0.00000000      0.00000000
    -6.22100000      0.00000000      0.00000000
    -6.21900000      0.00000000      0.00000000
    -6.21700000      0.00000000      0.00000000
    -6.21500000      0.00000000      0.00000000
    -6.21300000      0.00000000      0.00000000
    -6.21100000      0.00000000      0.00000000
    -6.20900000      0.00000000      0.00000000
    -6.20700000      0.00000000      0.00000000
    -6.20500000      0.00000000      0.00000000
    -6.20300000      0.00000000      0.00000000
    -6.20100000      0.00000000      0.00000000
    -6.19900000      0.00000000      0.00000000
    -6.19700000      0.00000000      0.00000000
    -6.19500000      0.00000000      0.00000000
    -6.19300000      0.00000000      0.00000000
    -6.19100000      0.00000000      0.00000000
    -6.18900000      0.00000000      0.00000000
    -6.18700000      0.00000000      0.00000000
    -6.18500000      0.00000000      0.00000000
    -6.18300000      0.00000000      0.00000000
    -6.18100000      0.00000000      0.00000000
    -6.17900000      0.00000000      0.00000000
    -6.17700000      0.00000000      0.00000000
    -6.17500000      0.00000000      0.00000000
    -6.17300000      0.00000000      0.00000000
    -6.17100000      0.00000000      0.00000000
    -6.16900000      0.00000000      0.00000000
    -6.16700000      0.00000000      0.00000000
    -6.16500000      0.00000000      0.00000000
    -6.16300000      0.00000000      0.00000000
    -6.16100000      0.00000000      0.00000000
    -6.15900000      0.00000000      0.00000000
    -6.15700000      0.00000000      0.00000000
    -6.15500000      0.00000000      0.00000000
    -6.15300000      0.00000000      0.00000000
    -6.15100000      0.00000000      0.00000000
    -6.14900000      0.00000000      0.00000000
    -6.14700000      0.00000000      0.00000000
    -6.14500000      0.00000000      0.00000000
    -6.14300000      0.00000000      0.00000000
    -6.14100000      0.00000000      0.00000000
    -6.13900000      0.00000000      0.00000000
    -6.13700000      0.00000000      0.00000000
    -6.13500000      0.00000000      0.00000000
    -6.13300000      0.00000000      0.00000000
    -6.13100000      0.00000000      0.00000000
    -6.12900000      0.00000000      0.00000000
    -6.12700000      0.00000000      0.00000000
    -6.12500000      0.00000000      0.00000000
    -6.12300000      0.00000000      0.00000000
    -6.12100000      0.00000000      0.00000000
    -6.11900000      0.00000000      0.00000000
    -6.11700000      0.00000000      0.00000000
    -6.11500000      0.00000000      0.00000000
    -6.11300000      0.00000000      0.00000000
    -6.11100000      0.00000000      0.00000000
    -6.10900000      0.00000000      0.00000000
    -6.10700000      0.00000000      0.00000000
    -6.10500000      0.00000000      0.00000000
    -6.10300000      0.00000000      0.00000000
    -6.10100000      0.00000000      0.00000000
    -6.09900000      0.00000000      0.00000000
    -6.09700000      0.00000000      0.00000000
    -6.09500000      0.00000000      0.00000000
    -6.09300000      0.00000000      0.00000000
    -6.09100000      0.00000000      0.00000000
    -6.08900000      0.00000000      0.00000000
    -6.08700000      0.00000000      0.00000000
    -6.08500000      0.00000000      0.00000000
    -6.08300000      0.00000000      0.00000000
    -6.08100000      0.00000000      0.00000000
    -6.07900000      0.00000000      0.00000000
    -6.07700000      0.00000000      0.00000000
    -6.07500000      0.00000000      0.00000000
    -6.07300000      0.00000000      0.00000000
    -6.07100000      0.00000000      0.00000000
    -6.06900000      0.00000000      0.00000000
    -6.06700000      0.00000000      0.00000000
    -6.06500000      0.00000000      0.00000000
    -6.06300000      0.00000000      0.00000000
    -6.06100000      0.00000000      0.00000000
    -6.05900000      0.00000000      0.00000000
    -6.05700000      0.00000000      0.00000000
    -6.05500000      0.00000000      0.00000000
    -6.05300000      0.00000000      0.00000000
    -6.05100000      0.00000000      0.00000000
    -6.04900000      0.00000000      0.00000000
    -6.04700000      0.00000000      0.00000000
    -6.04500000      0.00000000      0.00000000
    -6.04300000      0.00000000      0.00000000
    -6.04100000      0.00000000      0.00000000
    -6.03900000      0.00000000      0.00000000
    -6.03700000      0.00000000      0.00000000
    -6.03500000      0.00000000      0.00000000
    -6.03300000      0.00000000      0.00000000
    -6.03100000      0.00000000      0.00000000
    -6.02900000      0.00000000      0.00000000
    -6.02700000      0.00000000      0.00000000
    -6.02500000      0.00000000      0.00000000
    -6.02300000      0.00000000      0.00000000
    -6.02100000      0.00000000      0.00000000
    -6.01900000      0.00000000      0.00000000
    -6.01700000      0.00000000      0.00000000
    -6.01500000      0.00000000      0.00000000
    -6.01300000      0.00000000      0.00000000
    -6.01100000      0.00000000      0.00000000
    -6.00900000      0.00000000      0.00000000
    -6.00700000      0.00000000      0.00000000
    -6.00500000      0.00000000      0.00000000
    -6.00300000      0.00000000      0.00000000
    -6.00100000      0.00000000      0.00000000
    -5.99900000      0.00000000      0.00000000
    -5.99700000      0.00000000      0.00000000
    -5.99500000      0.00000000      0.00000000
    -5.99300000      0.00000000      0.00000000
    -5.99100000      0.00000000      0.00000000
    -5.98900000      0.00000000      0.00000000
    -5.98700000      0.00000000      0.00000000
    -5.98500000      0.00000000      0.00000000
    -5.98300000      0.00000000      0.00000000
    -5.98100000      0.00000000      0.00000000
    -5.97900000      0.00000000      0.00000000
    -5.97700000      0.00000000      0.00000000
    -5.97500000      0.00000000      0.00000000
    -5.97300000      0.00000000      0.00000000
    -5.97100000      0.00000000      0.00000000
    -5.96900000      0.00000000      0.00000000
    -5.96700000      0.00000000      0.00000000
    -5.96500000      0.00000000      0.00000000
    -5.96300000      0.00000000      0.00000000
    -5.96100000      0.00000000      0.00000000
    -5.95900000      0.00000000      0.00000000
    -5.95700000      0.00000000      0.00000000
    -5.95500000      0.00000000      0.00000000
    -5.95300000      0.00000000      0.00000000
    -5.95100000      0.00000000      0.00000000
    -5.94900000      0.00000000      0.00000000
    -5.94700000      0.00000000      0.00000000
    -5.94500000      0.00000000      0.00000000
    -5.94300000      0.00000000      0.00000000
    -5.94100000      0.00000000      0.00000000
    -5.93900000      0.00000000      0.00000000
    -5.93700000      0.00000000      0.00000000
    -5.93500000      0.00000000      0.00000000
    -5.93300000      0.00000000      0.00000000
    -5.93100000      0.00000000      0.00000000
    -5.92900000      0.00000000      0.00000000
    -5.92700000      0.00000000      0.00000000
    -5.92500000      0.00000000      0.00000000
    -5.92300000      0.00000000      0.00000000
    -5.92100000      0.00000000      0.00000000
    -5.91900000      0.00000000      0.00000000
    -5.91700000      0.00000000      0.00000000
    -5.91500000      0.00000000      0.00000000
    -5.91300000      0.00000000      0.00000000
    -5.91100000      0.00000000      0.00000000
    -5.90900000      0.00000000      0.00000000
    -5.90700000      0.00000000      0.00000000
    -5.90500000      0.00000000      0.00000000
    -5.90300000      0.00000000      0.00000000
    -5.90100000      0.00000000      0.00000000
    -5.89900000      0.00000000      0.00000000
    -5.89700000      0.00000000      0.00000000
    -5.89500000      0.00000000      0.00000000
    -5.89300000      0.00000000      0.00000000
    -5.89100000      0.00000000      0.00000000
    -5.88900000      0.00000000      0.00000000
    -5.88700000      0.00000000      0.00000000
    -5.88500000      0.00000000      0.00000000
    -5.88300000      0.00000000      0.00000000
    -5.88100000      0.00000000      0.00000000
    -5.87900000      0.00000000      0.00000000
    -5.87700000      0.00000000      0.00000000
    -5.87500000      0.00000000      0.00000000
